Customer,Purchases,Sales,Months
1-1004377,3,1471.6,40
1-1007046,3,1319,40
1-1007087,3,914,40
1-1007468,3,2952.4,40
1-1003943,3,900,39
1016791,3,1699,38
1-1002185,3,1472,38
1-1003160,3,1702.4,38
1-1006576,3,3091,38
1-1001404,3,1342,37
1-1005548,3,1292,37
2-1002601,3,701.36,37
2-1002612,3,2780,37
1014279,3,1224,36
1-1002483,3,1489.6,36
1-1002649,3,1240,36
1-1003282,3,3342,36
1-1003598,3,1108.4,36
2-1002437,3,1246.24,36
1016980,3,1392,35
1-1005088,3,772,35
1-1005187,3,3364.2,35
1-1005687,3,1614,35
1-1007436,3,1872,35
1-1007709,3,1415.5,35
2-1003074,3,1004,35
1-1001700,3,1061.2,34
1-1004747,3,911.6,34
1-1005300,3,1384.8,34
1-1005476,3,1464,34
1015877,3,2361.6,33
1-1005396,3,1504,33
1-1005940,3,1117.6,33
2-1003155,3,1423.2,33
1015906,3,3524,32
1015907,3,879.6,32
1-1003259,3,1034,32
1-1007185,3,1569.6,32
1-1007313,3,1374.8,32
2-1001778,3,2170,32
2-1003298,3,2591.6,32
4-1000073,3,430.05,32
1-1000145,3,2132,31
1-1003648,3,1144.6,31
1-1004293,3,1939.6,31
1-1005410,3,2466,31
1-1007941,3,1619,31
1-1002794,3,1812,30
1-1006804,3,2671.58,30
4-1000081,3,930.8,30
4-1000306,3,1148.4,30
1-1001681,3,1484,29
1-1005724,3,2408,29
1-1008508,3,2188,29
4-1000035,3,604.8,29
2-1000040,3,1965.8,28
3-1000830,3,533.45,28
4-1000010,3,835.1,28
1-1000563,3,1024.8,27
1-1004873,3,882.8,27
1-1006646,3,2600,27
1-1006713,3,1422,27
1-1007180,3,532,27
1-1007877,3,1035.12,27
2-1002163,3,2191.2,27
4-1000111,3,588.2,27
4-1000294,3,706.72,27
1017011,3,1653.6,26
240007930,3,1465,26
1-1006944,3,1017.6,26
1-1007172,3,2288,26
1-1008768,3,1880.04,26
4-1000087,3,1385.6,26
4-1000348,3,1042,26
6-1000174,3,665.28,26
1015084,3,764,25
240009368,3,1111,25
1-1000457,3,1604,25
1-1004484,3,1372,25
1-1004559,3,1759.6,25
1-1007553,3,838,25
1-1007634,3,813,25
1-1007760,3,3644.2,25
2-1000456,3,1747,25
4-1000683,3,2137.8,25
1-1000166,3,1492,24
1-1002037,3,1522,24
1-1004112,3,1972,24
1-1005311,3,2600.6,24
1-1005513,3,3567.6,24
1-1007038,3,8409.6,24
1-1007439,3,1975.2,24
4-1000119,3,1752.6,24
6-1000133,3,820.8,24
1-1007482,3,1080,23
1-1007916,3,674.8,23
6-1000007,3,432,23
1015036,3,1138,22
1016198,3,1524,22
1-1003826,3,1892,22
1-1009278,3,761,22
3-1000669,3,896.6,22
4-1000406,3,867.9,22
1016664,3,1030,21
1-1003798,3,1002.8,21
1-1006566,3,1855.6,21
1-1007682,3,4042.8,21
1-1009262,3,849.6,21
2-1000873,3,1384,21
3-1000051,3,1164,21
4-1000030,3,1018.6,21
4-1000982,3,1534.2,21
6-1000097,3,2328.24,21
6-1000215,3,974.88,21
6-1000351,3,817.44,21
1-1002145,3,1887,20
1-1006616,3,1874.8,20
1-1007694,3,1679.2,20
1-1009095,3,971.16,20
3-1000464,3,1148.8,20
5-1000418,3,829.28,20
1-1007027,3,2097.6,19
1-1008555,3,3013,19
1-1009682,3,1090.8,19
2-1002847,3,1196.49,19
3-1000172,3,1229,19
4-1000031,3,1549.6,19
4-1000082,3,3482,19
4-1000410,3,1856.3,19
4-1001083,3,863.32,19
4-1001210,3,1057.6,19
4-1001256,3,435.7,19
6-1000344,3,329.47,19
6-1000457,3,602.4,19
6-1001066,3,531.96,19
1-1004389,3,1164,18
1-1005018,3,1244,18
1-1006251,3,1920,18
1-1006845,3,1498.8,18
1-1007013,3,1772,18
1-1008594,3,889.8,18
1-1009444,3,750,18
3-1000827,3,936.08,18
4-1000310,3,883.36,18
4-1000764,3,590.2,18
4-1001168,3,563.6,18
51-100016,3,520.4,18
6-1000594,3,144.45,18
1-1000543,3,1464,17
1-1002885,3,1704,17
1-1005767,3,1051.6,17
1-1006135,3,1197,17
1-1006233,3,1522,17
1-1008942,3,1141,17
1-1008978,3,1610,17
2-1000182,3,1364,17
2-1000975,3,4157,17
2-1001037,3,866.46,17
2-1001063,3,2364.8,17
2-1003105,3,4080,17
2-1003554,3,760,17
3-1000701,3,1394,17
4-1000444,3,2375.56,17
1-1000371,3,1020,16
1-1003727,3,2213.6,16
1-1006301,3,1194,16
1-1007886,3,2302,16
1-1008633,3,1675.6,16
1-1009747,3,160.4,16
2-1000435,3,4524,16
2-1003139,3,1647.6,16
3-1001132,3,1007.6,16
4-1001332,3,1014.8,16
6-1000428,3,1586.48,16
6-1001025,3,520.08,16
1017320,3,1082,15
1-1001063,3,1832.8,15
1-1001398,3,4076,15
1-1002307,3,2133.04,15
1-1006563,3,982,15
1-1009823,3,710.4,15
4-1000220,3,890.2,15
4-1000873,3,827.2,15
6-1000838,3,390.48,15
6-1000982,3,388.08,15
1-1000349,3,1124,14
1-1001628,3,2439.6,14
1-1006031,3,3742,14
1-1008932,3,425.28,14
1-1009824,3,984.6,14
1-1010070,3,401.6,14
3-1000753,3,1434.4,14
5-1000436,3,536.8,14
6-1000122,3,516.06,14
1-1001252,3,1484,13
1-1001705,3,3130.16,13
1-1002419,3,1417,13
1-1004849,3,1444,13
1-1005818,3,1412.6,13
1-1006655,3,2518,13
1-1007573,3,1500.8,13
1-1010185,3,1270.52,13
2-1000173,3,1422,13
2-1000340,3,3034,13
2-1000936,3,1244.8,13
2-1003722,3,1008,13
2-1003809,3,2565.4,13
2-1003949,3,1053.36,13
4-1000852,3,740.4,13
5-1000832,3,469.6,13
5-1000836,3,306.6,13
6-1000451,3,772.61,13
6-1000538,3,668.55,13
1-1001538,3,1224.8,12
1-1002100,3,1660,12
1-1002618,3,1720,12
1-1003724,3,1204.8,12
1-1005386,3,1443.2,12
1-1005784,3,1274,12
1-1009037,3,2732.36,12
1-1010341,3,1262.8,12
2-1001014,3,3748.4,12
2-1003054,3,940,12
2-1003209,3,3316.2,12
2-1003698,3,1977.6,12
3-1000329,3,850,12
4-1000474,3,1050,12
4-1000666,3,1222,12
4-1001022,3,969.6,12
4-1001074,3,795.6,12
5-1000160,3,1091.2,12
5-1000242,3,1484,12
5-1000700,3,1698.04,12
6-1000020,3,1492.32,12
6-1000883,3,561.43,12
6-1001010,3,926.64,12
1-1000335,3,1451.4,11
1-1001876,3,1064,11
1-1006304,3,1139,11
1-1008971,3,3121.7,11
1-1009996,3,1680.8,11
1-1010039,3,1936.8,11
2-1001496,3,987,11
2-1001637,3,3044,11
2-1002826,3,1095.2,11
3-1000605,3,2240.6,11
4-1000141,3,1494,11
4-1001117,3,828.4,11
4-1001776,3,449.56,11
4-1001920,3,308,11
6-1001029,3,393.55,11
1-1001772,3,1500,10
1-1003258,3,1572,10
1-1003941,3,1244,10
1-1006397,3,894,10
1-1008464,3,1847.6,10
1-1009194,3,838.5,10
1-1009197,3,957.88,10
2-1001148,3,996.8,10
2-1003229,3,5237.2,10
2-1003977,3,1391.52,10
3-1001419,3,619.6,10
3-1001958,3,1058.8,10
4-1000783,3,826,10
4-1001088,3,784.2,10
4-1001128,3,747,10
4-1001182,3,561.36,10
4-1001793,3,1095.42,10
4-1001810,3,1584,10
4-1001981,3,1276.68,10
6-1001171,3,415.2,10
1-1002525,3,858.5,9
1-1002626,3,1699,9
1-1002729,3,3713.2,9
1-1006383,3,6012,9
1-1006486,3,1006.4,9
1-1009305,3,2568,9
2-1001771,3,1244.8,9
2-1003622,3,970,9
2-1003749,3,1327.4,9
2-1003898,3,1672,9
3-1000364,3,1358.8,9
3-1000876,3,2521.94,9
4-1000147,3,914,9
5-1000755,3,654,9
6-1000241,3,486.32,9
6-1000268,3,939.36,9
6-1001032,3,486.96,9
6-1001506,3,666.48,9
6-1001670,3,489.66,9
1-1001393,3,1438,8
1-1002866,3,2756.8,8
1-1003933,3,1409.2,8
1-1007749,3,811.62,8
1-1008265,3,1026.64,8
1-1009569,3,984,8
1-1009874,3,685.6,8
2-1000997,3,1249,8
4-1000024,3,638,8
4-1001124,3,1296.8,8
4-1001433,3,1364,8
4-1001436,3,1181.2,8
4-1002008,3,467.8,8
5-1000748,3,1538.4,8
5-1000771,3,1100.2,8
5-1000826,3,1454,8
5-1001363,3,554.4,8
6-1000358,3,576,8
6-1000859,3,387.12,8
6-1000918,3,497.16,8
6-1001375,3,805.92,8
6-1001677,3,780.72,8
7-1000569,3,357.28,8
1-1002395,3,1392,7
1-1005325,3,1004,7
1-1005623,3,1432,7
1-1005735,3,1832,7
1-1005834,3,951,7
1-1005892,3,1632,7
1-1009550,3,1918.6,7
1-1010365,3,1195.6,7
1-1010417,3,2934,7
2-1003656,3,454.02,7
2-1003935,3,1334.72,7
3-1000648,3,1224,7
4-1000355,3,745.6,7
4-1000414,3,1382,7
4-1000654,3,620.6,7
4-1001011,3,977,7
4-1001912,3,926,7
4-1002140,3,1587.2,7
5-1000439,3,2532.4,7
6-1000897,3,678,7
6-1001411,3,549.42,7
6-1001739,3,992.88,7
1-1001410,3,1556,6
1-1001639,3,1328,6
1-1002508,3,1216.8,6
1-1006019,3,1054,6
1-1006090,3,1312.8,6
1-1007835,3,1205.6,6
2-1002116,3,874,6
2-1002748,3,1184.2,6
2-1002812,3,2430,6
2-1004168,3,828,6
3-1001099,3,1584.44,6
4-1000788,3,688.2,6
4-1001051,3,1091.4,6
4-1001561,3,2484,6
5-1000813,3,1759.2,6
6-1000560,3,976.77,6
6-1000682,3,573.2,6
6-1000725,3,267.6,6
7-1000435,3,1800,6
1-1001654,3,1745.6,5
1-1002532,3,2049.6,5
1-1002643,3,866,5
1-1003900,3,1764,5
1-1006065,3,894.2,5
1-1009124,3,431.2,5
2-1000943,3,1024,5
2-1002187,3,1253.6,5
2-1002416,3,1398.8,5
2-1003774,3,5168,5
2-1004163,3,2808.46,5
3-1000344,3,2280.4,5
3-1000945,3,500.6,5
3-1001219,3,96.9,5
3-1001433,3,1544,5
4-1000555,3,1244.8,5
4-1001195,3,1584,5
4-1001296,3,497,5
4-1001549,3,1054.4,5
4-1001852,3,820,5
4-1001859,3,972.6,5
4-1002627,3,955.2,5
5-1000623,3,258,5
5-1001703,3,1269.6,5
6-1001722,3,397.92,5
6-1001845,3,953.76,5
1-1000810,3,1174,4
1-1000897,3,850,4
1-1001384,3,1650,4
1-1002269,3,1172,4
1-1002891,3,1040,4
1-1003112,3,1144,4
1-1004938,3,1584.12,4
1-1006252,3,152.55,4
1-1006318,3,904,4
1-1007000,3,724,4
1-1007357,3,1077,4
1-1008316,3,1325.6,4
1-1009641,3,2906.6,4
1-1009946,3,1427.4,4
1-1010649,3,1636.64,4
2-1000617,3,3956,4
2-1001912,3,501,4
2-1002115,3,1645,4
2-1002723,3,0,4
2-1003516,3,750,4
3-1000859,3,492.6,4
3-1001413,3,1024,4
4-1000094,3,834,4
4-1000421,3,1384,4
4-1000839,3,1184,4
4-1000989,3,629.6,4
4-1001159,3,1213.6,4
4-1001488,3,821.4,4
4-1001490,3,944,4
5-1000745,3,1263.2,4
5-1001053,3,1114.4,4
5-1001146,3,2309.6,4
5-1001374,3,974.4,4
5-1001782,3,643.28,4
6-1001552,3,744.72,4
6-1001860,3,737.68,4
7-1000082,3,334.4,4
7-1000186,3,941,4
7-1000531,3,582,4
1-1001621,3,1458,3
1-1002232,3,1244,3
1-1002328,3,989,3
1-1003442,3,802,3
1-1003643,3,1004,3
1-1003791,3,1151,3
1-1004053,3,1284,3
1-1006551,3,2180,3
1-1007711,3,1224,3
1-1008382,3,1092,3
1-1009683,3,773.1,3
1-1009746,3,1213.6,3
1-1010501,3,1442,3
1-1010515,3,1116.8,3
1-1010705,3,1570,3
1-1010811,3,1164,3
2-1000124,3,3876,3
2-1000479,3,1105,3
2-1001883,3,1360.8,3
2-1002275,3,839,3
2-1002378,3,6142.36,3
2-1002404,3,2644.2,3
2-1002724,3,0,3
2-1002851,3,1204,3
2-1003338,3,906,3
2-1003462,3,4336.4,3
2-1004240,3,211,3
3-1000103,3,257.1,3
3-1001863,3,438.6,3
4-1001188,3,623.8,3
4-1002101,3,808.8,3
4-1002574,3,1503.2,3
5-1001746,3,1019.6,3
6-1000657,3,590.4,3
6-1000985,3,349.94,3
6-1001153,3,578.58,3
7-1000059,3,827.4,3
7-1000422,3,392.46,3
7-1000458,3,671.4,3
7-1000558,3,922.8,3
1-1000827,3,497,2
1-1001388,3,1304,2
1-1001845,3,1252,2
1-1002133,3,1373,2
1-1002337,3,1506,2
1-1002536,3,1880,2
1-1002539,3,1284,2
1-1002614,3,844,2
1-1003306,3,1311,2
1-1003616,3,1997,2
1-1004063,3,1165.4,2
1-1004109,3,794.8,2
1-1004231,3,1327,2
1-1004494,3,2415.2,2
1-1005215,3,584,2
1-1005239,3,1980,2
1-1005515,3,3601,2
1-1005934,3,137.91,2
1-1006131,3,1644,2
1-1006588,3,1846.4,2
1-1006691,3,952,2
1-1007767,3,2040.8,2
1-1008991,3,2064.8,2
1-1009180,3,952,2
1-1009310,3,1668.4,2
1-1009347,3,566.8,2
1-1009487,3,1541,2
1-1010001,3,1955,2
1-1010454,3,2048,2
1-1010935,3,1333.6,2
1-1011135,3,516.8,2
1-1011143,3,1132.8,2
2-1001101,3,3352.8,2
2-1001471,3,2725,2
2-1001767,3,1399,2
2-1002064,3,727.2,2
2-1002270,3,3428,2
2-1002312,3,1185.8,2
2-1003049,3,1185.42,2
2-1003499,3,582.2,2
2-1004154,3,293.88,2
3-1001171,3,261,2
3-1001434,3,1022,2
4-1000896,3,1164,2
4-1001164,3,1314.4,2
4-1001402,3,580,2
4-1002108,3,1306.06,2
4-1002335,3,592,2
4-1002352,3,890,2
5-1000479,3,873.2,2
5-1000628,3,1005.2,2
5-1000766,3,896,2
5-1001419,3,1434,2
5-1001543,3,326.7,2
5-1001930,3,794.4,2
5-1002048,3,886,2
51-100023,3,844,2
6-1000463,3,1135.84,2
6-1000695,3,1669.2,2
6-1001441,3,2497.02,2
1-1000489,3,2386,1
1-1000653,3,2430,1
1-1000855,3,1712,1
1-1001474,3,1996,1
1-1001773,3,1677,1
1-1001935,3,1419,1
1-1001998,3,1016,1
1-1002053,3,709,1
1-1002056,3,654,1
1-1002140,3,964,1
1-1002222,3,892,1
1-1002230,3,1284,1
1-1002309,3,1096,1
1-1002346,3,1624,1
1-1002513,3,869.8,1
1-1002566,3,804,1
1-1002780,3,872,1
1-1002783,3,1593.6,1
1-1003114,3,764,1
1-1003144,3,1281.5,1
1-1003426,3,834,1
1-1003589,3,939.2,1
1-1003623,3,1338.4,1
1-1003675,3,2407,1
1-1003695,3,1424,1
1-1003785,3,1132,1
1-1003823,3,892.8,1
1-1003972,3,1232,1
1-1003999,3,1119,1
1-1004209,3,922,1
1-1004316,3,1172.8,1
1-1004400,3,1439,1
1-1004500,3,1257,1
1-1004506,3,491,1
1-1004511,3,624,1
1-1004832,3,1272,1
1-1004884,3,2132,1
1-1004981,3,1627.2,1
1-1005140,3,1752,1
1-1005252,3,1144,1
1-1005471,3,1398,1
1-1005667,3,1743.2,1
1-1005678,3,744,1
1-1005908,3,4984.8,1
1-1006045,3,2153.6,1
1-1006367,3,774,1
1-1006420,3,4748,1
1-1006504,3,674,1
1-1006536,3,1228.8,1
1-1006557,3,2636,1
1-1006772,3,1324,1
1-1007058,3,1204,1
1-1007285,3,2720,1
1-1007322,3,1404,1
1-1007426,3,678,1
1-1007969,3,1021,1
1-1008314,3,605.26,1
1-1008346,3,2192,1
1-1008721,3,543.6,1
1-1008728,3,2134,1
1-1008877,3,931.2,1
1-1009309,3,632,1
1-1009427,3,2017,1
1-1009919,3,903.6,1
1-1010506,3,1091.2,1
1-1010723,3,1124,1
1-1010791,3,1276,1
1-1010816,3,1610,1
1-1010979,3,846,1
1-1011147,3,2734,1
2-1000335,3,1358,1
2-1001030,3,2388,1
2-1001105,3,3291,1
2-1001330,3,1082,1
2-1001834,3,856,1
2-1001987,3,4206.4,1
2-1002481,3,1114.61,1
2-1002581,3,1073.92,1
2-1002841,3,1724,1
2-1003246,3,1842,1
2-1003498,3,677.6,1
2-1003835,3,638.84,1
2-1003862,3,870,1
2-1003941,3,1240,1
2-1003970,3,401.2,1
2-1003974,3,704.7,1
2-1004341,3,2132.8,1
3-1000215,3,1104,1
3-1000436,3,879,1
3-1000600,3,624,1
3-1001924,3,843.8,1
4-1000088,3,1204.6,1
4-1000409,3,914.8,1
4-1000518,3,724.8,1
4-1000519,3,2795.6,1
4-1001248,3,1612,1
4-1001381,3,2025.6,1
4-1001398,3,3370,1
4-1001573,3,1224,1
4-1001590,3,922.8,1
4-1001632,3,375,1
4-1001739,3,1494.56,1
4-1001743,3,636.6,1
4-1001757,3,674.66,1
4-1001825,3,1403.85,1
4-1001845,3,767.8,1
4-1001962,3,821.4,1
4-1001984,3,365.2,1
4-1002089,3,539.88,1
4-1002179,3,840,1
4-1002321,3,624.4,1
4-1002479,3,1472,1
4-1002488,3,860.8,1
4-1002489,3,1311.2,1
4-1002513,3,2175.1,1
4-1002685,3,1092.8,1
5-1000612,3,1104,1
5-1000842,3,331.44,1
5-1000877,3,370.08,1
5-1000983,3,1224,1
5-1000999,3,1304,1
5-1001571,3,859.8,1
5-1001587,3,1068,1
5-1001764,3,866.4,1
6-1000919,3,916.68,1
6-1001053,3,187.2,1
6-1001060,3,1585.81,1
6-1001272,3,987.36,1
6-1001440,3,1030.38,1
6-1002004,3,453.48,1
6-1002023,3,565.32,1
7-1000009,3,1105.6,1
7-1000324,3,1970.4,1
7-1000483,3,820.8,1
7-1000581,3,688.7,1
1000003,3,1304,0
1001676,3,1044,0
1015604,3,1624,0
1-1000416,3,1852,0
1-1000418,3,3456,0
1-1000593,3,1464,0
1-1000644,3,924,0
1-1000683,3,2500,0
1-1000740,3,5920,0
1-1000765,3,2672,0
1-1000835,3,1872,0
1-1000860,3,1502,0
1-1000876,3,2746,0
1-1000928,3,2745.04,0
1-1000939,3,3470,0
1-1000941,3,3236,0
1-1000943,3,1444,0
1-1001210,3,1016,0
1-1001423,3,774,0
1-1001569,3,1238,0
1-1001667,3,1306.8,0
1-1001777,3,1224,0
1-1001957,3,1172,0
1-1002031,3,1412,0
1-1002234,3,619.8,0
1-1002258,3,664,0
1-1002276,3,191,0
1-1002296,3,1364,0
1-1002297,3,1235,0
1-1002358,3,2808,0
1-1002455,3,674,0
1-1002822,3,1644,0
1-1002846,3,6148,0
1-1002852,3,2492,0
1-1002868,3,873,0
1-1002911,3,2509,0
1-1003019,3,2472,0
1-1003316,3,694,0
1-1003371,3,1844,0
1-1003409,3,739.2,0
1-1003441,3,871,0
1-1003540,3,1305.2,0
1-1003562,3,2448.53,0
1-1003750,3,914.4,0
1-1003792,3,679.2,0
1-1003810,3,3163.8,0
1-1003832,3,881,0
1-1003880,3,498.8,0
1-1003934,3,479.6,0
1-1004064,3,964.8,0
1-1004072,3,1011.5,0
1-1004255,3,1204,0
1-1004288,3,1884,0
1-1004460,3,874,0
1-1004497,3,989,0
1-1005025,3,1472,0
1-1005063,3,915.2,0
1-1005082,3,6332,0
1-1005170,3,1432,0
1-1005182,3,1352,0
1-1005329,3,5240,0
1-1005367,3,3608,0
1-1005502,3,1484,0
1-1005723,3,1619.2,0
1-1006535,3,1162.4,0
1-1006625,3,1184,0
1-1006801,3,1104,0
1-1007009,3,1104,0
1-1007178,3,1764,0
1-1007208,3,1059.2,0
1-1007225,3,1270,0
1-1007251,3,1164,0
1-1007270,3,884.8,0
1-1007287,3,2188,0
1-1007359,3,1504,0
1-1007583,3,1662,0
1-1007615,3,1892,0
1-1007703,3,1564,0
1-1007759,3,1322.4,0
1-1007816,3,1677.6,0
1-1007871,3,1044,0
1-1007959,3,944,0
1-1008002,3,1374,0
1-1008237,3,1248,0
1-1008259,3,1167.2,0
1-1008365,3,1719.6,0
1-1008444,3,2090,0
1-1008585,3,1664.52,0
1-1008659,3,842.8,0
1-1008707,3,555.6,0
1-1008726,3,2570.4,0
1-1008806,3,699.54,0
1-1008890,3,1644,0
1-1008905,3,1304,0
1-1008953,3,1224,0
1-1009044,3,717.8,0
1-1009081,3,1604,0
1-1009127,3,934,0
1-1009201,3,1134.4,0
1-1009203,3,289.8,0
1-1009333,3,774,0
1-1009730,3,1749.6,0
1-1009766,3,627.6,0
1-1009947,3,1684,0
1-1009998,3,672,0
1-1010090,3,1425.6,0
1-1010183,3,505.32,0
1-1010247,3,1512.4,0
1-1010333,3,248.04,0
1-1010340,3,404.16,0
1-1010634,3,4372,0
1-1010698,3,1539.6,0
1-1010711,3,2456.84,0
1-1010873,3,1110,0
1-1010918,3,880.8,0
1-1010963,3,1304,0
1-1010971,3,1190,0
1-1011001,3,1096,0
1-1011097,3,951,0
1-1011112,3,292.8,0
1-1011192,3,444,0
1-1011228,3,734.4,0
2-1000373,3,1630.8,0
2-1000792,3,2478,0
2-1000865,3,968.5,0
2-1000898,3,883.5,0
2-1001169,3,5524,0
2-1001204,3,956,0
2-1001342,3,1865,0
2-1001378,3,2040,0
2-1001658,3,984,0
2-1001800,3,1544,0
2-1001961,3,2828,0
2-1002095,3,2515,0
2-1002421,3,1424,0
2-1002504,3,796,0
2-1002531,3,3156,0
2-1002537,3,1665.8,0
2-1003606,3,2526.4,0
2-1003701,3,1330.2,0
2-1004004,3,683.2,0
2-1004237,3,3561.6,0
3-1000110,3,1848.8,0
3-1000316,3,3100,0
3-1000378,3,1574,0
3-1000504,3,831.8,0
3-1000685,3,1582,0
3-1000687,3,740,0
3-1001070,3,894.4,0
3-1001407,3,1051,0
3-1001435,3,1549,0
3-1001441,3,723,0
3-1001846,3,999.86,0
3-1002128,3,767.2,0
4-1000106,3,1182,0
4-1000422,3,1059.2,0
4-1000598,3,1126.8,0
4-1000736,3,1169.6,0
4-1000752,3,936,0
4-1001071,3,478.6,0
4-1001431,3,1424,0
4-1001443,3,903.2,0
4-1001521,3,1909.8,0
4-1001639,3,1036,0
4-1001755,3,1595.6,0
4-1001884,3,1992,0
4-1001936,3,1480.8,0
4-1001963,3,726,0
4-1001973,3,1087,0
4-1001979,3,1225.92,0
4-1002079,3,561,0
4-1002088,3,445.72,0
4-1002223,3,87.2,0
4-1002359,3,2827,0
4-1002435,3,859,0
4-1002529,3,1196,0
4-1002619,3,161.4,0
4-1002664,3,1094.4,0
4-1002705,3,832,0
4-1002727,3,892.8,0
5-1000383,3,1581.6,0
5-1000844,3,1015.2,0
5-1000858,3,1232.8,0
5-1001222,3,1196.2,0
5-1001225,3,1834,0
5-1001618,3,6948.02,0
5-1001743,3,1140.8,0
5-1001866,3,916,0
6-1000236,3,332.93,0
6-1000395,3,1206.48,0
6-1000499,3,701.94,0
6-1000536,3,507.6,0
6-1000690,3,325.2,0
6-1000711,3,381.6,0
6-1000749,3,685.2,0
6-1000858,3,940.8,0
6-1001292,3,455.58,0
6-1001968,3,488.64,0
7-1000193,3,499,0
7-1000291,3,1324,0
7-1000376,3,1286,0
7-1000395,3,747.2,0
1001422,2,736,181
1002310,2,376,179
1003047,2,266,172
1001961,2,984,167
1000755,2,627,165
1004070,2,1124,165
1000359,2,156,161
1002871,2,746.53,160
1000635,2,326.2,157
240000849,2,463.56,157
240000683,2,746,156
1001095,2,1514.6,155
240001398,2,2186,153
1000056,2,334.8,152
1004099,2,1924,151
1007811,2,711.6,148
1007958,2,864,147
240003779,2,391.2,147
1006705,2,620.8,146
1005961,2,374.8,145
1006555,2,485.4,145
1004092,2,1121.6,144
1000156,2,816,141
1006004,2,896,139
1007617,2,1054.2,137
1007182,2,3120,135
1008074,2,972.2,134
1003669,2,1122,133
1004880,2,2946,133
1000342,2,556,132
1009485,2,591.2,131
1001905,2,436,129
240004907,2,1082.6,129
1001900,2,1079,124
1009980,2,866,124
1003544,2,466,123
1005661,2,886,123
1004007,2,976,121
1005128,2,676.6,121
1011457,2,594,120
1012037,2,2612,120
240006013,2,1024,120
1003616,2,604,119
1011080,2,779.2,119
1001229,2,876,117
1002553,2,636,117
1005123,2,676,116
1001450,2,2003.5,115
1004334,2,668.8,115
1007819,2,1304,113
240004178,2,756,112
1002879,2,796,110
1012560,2,980,110
1005954,2,636,109
1008233,2,776,108
240004862,2,5253.2,108
1003757,2,813.2,107
1005140,2,513.6,107
1012155,2,576,107
240006031,2,646,107
240006896,2,855.2,107
1012264,2,804,106
1008275,2,511,104
1008886,2,648,104
240003399,2,1005.4,103
1004053,2,776,102
240006376,2,383,102
1008433,2,864,101
1009001,2,576,101
1010789,2,963.2,101
1006619,2,1056,100
1006781,2,629.6,99
1010740,2,541.8,97
1013811,2,226.4,97
1006714,2,629.2,96
1010472,2,857.2,96
1012579,2,1240,96
1013190,2,1416,96
1014556,2,796,96
240001967,2,1086,96
1005710,2,566,94
1011284,2,1214,93
1015428,2,1282,92
1007799,2,384,91
1014050,2,656,90
240003041,2,240,90
240008651,2,1563.6,89
1009407,2,836,88
1010634,2,802,87
1015138,2,370,87
240007737,2,780.4,86
1005726,2,1160.8,85
1012251,2,805.6,85
1013251,2,1366,85
1013968,2,952.5,84
1010667,2,816,82
1016444,2,634,82
1017067,2,2724.4,82
240008397,2,1735.6,82
1016114,2,924,81
1005378,2,526,80
1007491,2,636,80
1007566,2,806,80
1016655,2,708.4,80
1008734,2,516,78
1011008,2,1004,78
1013758,2,892.8,77
1014342,2,976,77
1007879,2,2618,75
1010528,2,1089,75
1015104,2,896,75
240004462,2,726,75
1-1000128,2,676,75
1-1000158,2,737.44,75
1009598,2,668.8,74
240006826,2,906,74
240008082,2,794.8,74
1-1000463,2,1016,74
1011618,2,748.8,73
1013328,2,507.6,73
1009972,2,343,72
1015009,2,1104,72
1016119,2,617,72
1-1001182,2,716,72
1-1001378,2,776,72
2-1000528,2,516.8,72
1015898,2,581.6,71
1-1001595,2,350.8,71
1016123,2,463,70
1017247,2,570.96,70
2-1000189,2,3489,70
1-1001666,2,951,69
2-1000466,2,686,69
1013035,2,584,68
1017429,2,596,68
240008436,2,706.8,68
240008747,2,749,68
1-1000662,2,1256,68
1013626,2,1396,67
240005934,2,1282,67
1-1001349,2,385.2,67
1-1002079,2,719.84,67
240006190,2,2406.8,66
1-1001586,2,812,66
1011783,2,714,65
1012143,2,680,65
1-1002740,2,996,65
1011409,2,856,64
1017028,2,896,64
1015599,2,1540.4,63
1016074,2,854.4,63
2-1000974,2,776.8,63
1012772,2,1612.8,62
1016072,2,1508.8,62
1-1001278,2,2168.8,62
1-1003052,2,626,62
2-1001758,2,363.2,62
1016860,2,1462,61
240008985,2,816,61
240009237,2,761.8,61
1-1001443,2,464.4,61
1-1002748,2,0,61
1-1003217,2,796,61
2-1001174,2,552.8,61
1013052,2,428,60
1-1003081,2,836,60
1-1003312,2,740,60
1012269,2,1012,59
1012547,2,624.8,59
1015813,2,1176,59
1016875,2,956,59
1-1000621,2,2520,59
1-1003460,2,1404,59
1-1003473,2,809,59
2-1002017,2,836,59
1012738,2,1021,58
1-1001176,2,996,58
2-1001946,2,2486.5,58
240008432,2,1707.8,57
1-1003350,2,740.8,57
1-1001479,2,806.4,56
1012013,2,1244,55
1-1000882,2,984,55
1-1001279,2,1016,55
240006906,2,1507.8,54
2-1002186,2,518.8,54
1016638,2,1249,53
1-1001762,2,605.6,53
2-1001253,2,917.6,53
1014181,2,1376,52
1-1002418,2,487,52
2-1001884,2,906.6,52
1012595,2,796,51
1-1002576,2,1020.8,51
1-1004301,2,786,51
1-1001528,2,836.8,50
2-1001743,2,1178.8,50
1012630,2,616,49
1-1002713,2,805.6,49
1-1002718,2,672,49
1-1002001,2,1060,48
1-1002492,2,1036,48
1-1002568,2,976,48
